	v7EBR1	v8EBR1	v12EBR1	v17EBR1	v7MBR1	v8MBR1	v12MBR1	v17MBR1	v7LBR1	v8LBR1	v12LBR1	v17LBR1	v7WBR1	v8WBR1	v12WBR1	v17WBR1	v7EHR1	v8EHR1	v12EHR1	v17EHR1	v7MHR1	v8MHR1	v12MHR1	v17MHR1	v7LHR1	v8LHR1	v12LHR1	v17LHR1	v7WHR1	v8WHR1	v12WHR1	v17WHR1	FemaleA1R1	FemaleA2R1	FemaleA3R1	FemaleA4R1	FemaleO1R1	FemaleO2R1	FemaleO3R1	FemaleO4R1	FemaleH1R1	FemaleH2R1	FemaleH3R1	FemaleH4R1	FemaleL1R1	FemaleL2R1	FemaleL3R1	FemaleL4R1	FemaleM1R1	FemaleM2R1	FemaleM3R1	FemaleM4R1	FemaleT1R1	FemaleT2R1	FemaleT3R1	FemaleT4R1	MaleA1R1	MaleA2R1	MaleA3R1	MaleA4R1	MaleC1R1	MaleC2R1	MaleC4R1	MaleH1R1	MaleH2R1	MaleH3R1	MaleH4R1	MaleL1R1	MaleL2R1	MaleL3R1	MaleL4R1	MaleM1R1	MaleM2R1	MaleM3R1	MaleM4R1	MaleT1R1	MaleT2R1
XP015513137.1	1.254	1.341	3.71	0.709	3.113	0.466	0	0	2.297	2.721	2.616	0.98	3.386	2.438	0	0.374	1.416	3.679	0	4.159	1.795	3.528	5.002	3.333	0	2.671	3.685	4.206	1.631	2.462	0	0	7.213	7.1	10.464	9.085	7.679	8.833	8.493	7.294	5.487	8.848	4.791	7.279	1.765	3.151	5.761	8.05	4.645	7.53	5.827	5.853	5.526	4.337	2.209	4.199	13.85	11.687	9.427	13.132	1.634	7.735	6.89	10.56	6.149	7.737	9.391	5.152	7.206	4.151	6.152	4.527	7.029	6.357	5.359	5.301	4.19
XP015511713.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.425	0	7.156	0	0	0	0	0	0	0	0	0	0	0	7.287	0	9.999	13.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.857	0	0	0	0	0	0	9.217	0	0	0
XP015510860.1	0.418	1.489	0.992	0.394	0	0.568	2.266	3.032	0.849	0.695	0	1.182	3.785	0.89	1.621	1.408	4.539	1.569	0	0.354	1.263	0.459	0	1.385	1.794	2.08	0	0	0	2.516	1.245	2.047	1.362	1.365	1.956	2.766	4.217	1.375	1.863	1.63	1.805	2.003	1.438	1.928	0	0.776	1.716	1.262	0.805	2.198	0	0.774	1.98	2.693	3.352	1.625	0	0.637	0.635	1.085	3.486	0.339	3.008	3.413	0.807	1.115	3.392	0.572	0.535	1.56	1.972	1.806	0.57	1.05	1.975	1.789	0.565
XP015522829.1	47.32	12.511	64.18	20.297	47.983	18.98	68.88	25.046	99.436	25.281	0	50.26	15.887	29.882	18.216	32.534	56.217	31.551	0	22.486	7.884	31.997	32.734	17.574	52.69	33.377	46.54	30.779	10.796	44.036	31.687	8.613	57.66	174.206	59.788	83.924	176.037	89.858	35.933	22.632	12.093	53.869	16.986	16.486	22.312	28.981	13.713	20.143	13.516	40.484	54.571	27.724	14.466	34.396	0	34.174	60.058	86.8	131.034	164.431	28.664	41.675	25.278	1.261	9.81	0	0	46.099	35.889	60.65	33.193	129.761	54.255	18.163	51.808	30.148	14.437
OBP11LOC107219611preppedaltered	0	0	18.889	0	0	26.292	3.195	0	0	4.399	0	0	0	0	8.227	18.18	0	1.331	0	0	0	3.88	0	1.235	0	0	0	7.756	0	7.526	0	6.504	0	0	0	0	0	0	0	0	0.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.808	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015511622.1	5.225	0	0	0	0	1.107	0	0	0	0	0	0	0	0	0	6.723	0	0	0	0	0.891	0	0	0.198	0	0	0	0	0	0	7.932	0	3.326	3.209	0.795	9.26	10.603	0	0	2.352	4.729	2.64	0	3.629	46.102	2.388	10.785	5.951	0	1.319	0	0	1.16	12.114	0	18.695	0	0	17.329	1.268	0	0	0	0	0	1.281	0.948	0	8.949	0	0	12.008	9.732	0	6.258	0	2.461
XP015509845.1	16.637	10.277	6.86	0	0	3.904	0	0	0	0	0	0	0	0	0	0	4.485	0	13.218	0	0	0	0	2.019	0	0	0	0	0	2.053	5.729	0	0	0	0	1.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.734	0	0	0	0	0	4.999	0	0	0	0	0	0	0	0	0	0	0	0	7.912	0	3.412	0	0
XP015511661.1	493.933	337.66	328.999	485.9	422.19	366.812	420.277	291.565	334.521	271.362	272.216	296.558	117.17	181.265	126.918	142.562	321.301	272.518	164.184	174.613	277.704	348.389	163.502	236.517	134.704	222.559	152.76	230.651	272.093	255.302	209.96	219.128	214.493	410.147	307.894	444.073	304.34	362.513	298.144	286.21	285.984	292.231	299.673	292.915	443.266	368.086	466.304	305.056	265.216	437.569	334.71	391.602	263.546	332.956	284.782	299.144	290.779	258.383	417.874	251.073	197.91	278.822	228.465	354.374	340.994	367.63	249.038	540.491	411.895	395.537	257.526	550.308	469.771	418.601	306.733	129.205	275.78
XP015523932.1	0	6.256	0	0	0	0.335	0.913	3.594	2.035	1.245	6.301	1.452	1461.248	2954.336	1938.785	1650.104	2.725	0.751	1.147	2.986	0.678	1.652	9.361	1.14	3.881	2.501	6.657	2.199	2.318	1.064	4.471	3.075	0.409	0.327	0.183	0.131	3.501	1.098	2.238	1.954	3.155	2.502	2.418	0.695	0	0.701	0.256	0.377	0	0	0	1.548	1.462	1.293	1.513	2.935	0	0.769	0.762	1.731	0	0	0	0	0.486	2.416	2.358	0	0	0.469	0.397	0	0	0.84	0	0	1.357
XP015515606.1	49.619	28.895	78.589	94.922	143.414	46.933	529.277	86.256	22.881	14.023	35.45	13.882	7.31	0	2.507	7.018	22.552	24.289	29.543	75.515	193.937	38.428	165.66	77.19	44.35	48.191	25.696	10.619	4.969	4.58	3.199	5.943	0.657	1.06	0.58	2.136	174.098	115.094	46.858	64.483	0	0.298	0	0.374	0	1.504	0	0	0	0	1.983	0	0	0	0	0	0	0	0	0	64.698	53.933	52.331	0	0	0	0	0	0	1.507	1.269	0	0	1.349	0	0	0
XP015514819.1	2.884	1.489	4.293	2.522	0	4.632	3.381	4.043	3.283	4.283	1.548	2.668	3.663	8.226	7.25	7.933	5.611	4.221	5.699	4.661	2.858	4.329	1.16	5.264	5.136	3.591	6.117	5.468	4.024	4.558	3.212	5.808	9.04	10.86	9.765	8.778	4.934	7.517	5.426	8.254	9.205	8.32	8.826	8.849	4.839	6.914	8.397	6.872	6.118	8.368	4.296	6.311	3.866	4.984	3.748	8.254	10.448	10.507	8.41	13.9	6.865	9.849	5.386	6.103	14.477	9.057	8.68	5.183	6.693	7.441	6.866	3.77	7.084	6.35	6.556	3.247	5.992
XP015524804.1	0.752	0	0	0	0	0	0	0	0	0	2.432	0	0	0	0	0	0.6	0.58	0	0	0.784	0.85	0	0.538	0	0	0	0	7.115	0.269	1.521	0	0.417	0	1.662	0.613	0.597	0	0	0	6.664	2.846	2.653	3.376	0.968	0	0.796	0	0	0	0	0	0	0.495	0	0	0	0	0	0	1.284	0.627	0	5.508	2.237	7.419	3.957	0	0	0	0	0	0.527	0.644	0.453	0	0.525
XP015521028.1	1.839	0	0	1.852	0	0	0	0	0	0	0	0	0	0	0	0.931	0	1.844	0	0	0	0	0	1.267	0	0	2.556	0	0	1.365	0	0	0.264	0	0	0.779	4.486	0	2.147	0	0	0.488	0	3.998	0	5.389	1.979	1.752	5.567	2.54	0	0	1.528	0	0	4.17	4.24	0	0	3.329	0	0	0	0	0	0	0	0	0	7.734	0	0	5.277	0	0	8.282	2.607
XP015520466.1	2.717	0.894	3.348	4.532	0	4.763	1.708	1.685	1.897	7.771	1.474	7.397	2.656	4.001	5.83	6.349	3.648	2.472	3.221	3.2	2.699	3.44	10.958	4.758	10.085	1.4	5.608	1.033	2.168	2.333	4.182	6.338	13.055	12.617	13.009	4.359	7.649	11.336	7.864	5.493	14.952	13.519	6.785	7.474	10.592	8.104	11.603	4.258	17.191	8.047	8.668	4.643	6.167	4.545	6.599	4.118	31.069	30.963	11.968	15.436	18.045	7.656	25.38	10.07	15.009	12.804	8.236	2.239	12.014	10.958	9.614	5.412	5.148	4.71	2.499	1.988	5.726
XP015515053.1	6.396	8.192	10.909	6.641	0	3.205	3.736	0	9.3	5.34	0	0	0	0	8.912	0	0	7.776	0	12.55	7.179	10.389	0	16.014	7.109	0	0	12.501	0	2.43	4.261	4.249	1.475	0.305	0	3.685	4.506	0	2.988	6.141	0	4.504	5.931	0	0	3.43	0	0	0	0	0	7.017	3.018	0	4.76	0	0	13.452	0	0	0	0	0	0	0	5.94	0.96	0	0	0	0	2.863	0	0	9.444	0	0
XP015520317.1	29.721	28.151	15.529	15.548	32.74	13.518	26.848	24.821	16.764	13.516	28.707	13.747	4.445	4.638	4.733	7.36	12.854	12.463	12.963	11.49	0	7.154	14.228	6.871	8.609	14.743	10.981	5.734	8.038	0	9.059	5.881	6.772	7.681	6.815	0	0	1.831	15.577	13.588	11.732	14.77	14.963	13.373	0	14.154	4.936	21.745	0	10.817	23.055	15.831	9.326	21.097	0	11.384	19.219	16.702	25.485	0	18.924	20.952	10.989	25.353	0	17.418	16.953	14.406	28.42	33.743	0.261	31.368	18.152	24.411	0.212	11.264	0
XP015511129.1	11.119	1.638	11.935	11.232	13.311	15.528	14.489	0.674	11.996	12.315	22.811	8.241	5.052	1.78	6.918	8.426	9.88	8.48	11.646	15.062	8.562	10.144	27.058	14.17	7.264	11.352	6.607	16.065	9.959	14.019	12.389	10.109	24.667	21.51	22.877	10.266	9.618	12.375	6.388	6.789	25.457	20.106	17.846	11.54	15.452	9.608	18.058	13.971	27.41	19.01	22.603	7.468	6.479	9.773	9.028	14.508	26.055	31.454	22.284	22.057	16.262	17.421	4.648	26.341	17.961	18.521	15.761	13.278	16.56	23.348	22.825	5.359	10.639	4.1	5.628	2.783	5.566
XP015510007.1	0	1.638	1.657	0	0	0	0	0	0	0	0	0	0.052	0	3.786	5.577	3.358	0.247	0	8.624	0	2.033	0	0.76	0	4.121	1.377	0	1.234	2.064	0	0	2.749	4.109	2.346	3.256	3.412	0	0	0	0.101	11.39	8.929	10.56	0	0	0.35	0	0	0	0	0.751	0	0	0	6.743	0	0	0	10.644	0	0	0	0	3.775	2.632	3.775	0	0	0	0	0	3.034	4.88	6.223	11.264	10.554
XP015522586.1	2.257	0	0	0	0	0	0	0	0	0	0	0	0	0	1.823	1.13	0	0	0	0	0	0	0	0.412	0	0	0	0	3.606	1.666	0	0	1.915	0	0.843	3.107	3.641	2.578	2.619	0	0	0.43	0	1.085	2.935	0	6.039	1.77	0	0	2.887	8.693	0.858	1.515	0	2.286	0	3.595	0	0	7.838	1.912	0	0	0	0	2.006	6.396	0	2.187	1.847	0	0	0	4.163	0	3.179
XP015518751.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.507	79.673	158.881	68.328	1.253	0	3.611	0	0.635	0	0	0	8.104	0.599	3.33	0	0	0	0	0	0	0	0	0	28.747	0	101.661	34.444	0	0	0	0	0	0	0	1.104	2.071	1.507	0	0	1.109	0	0	0	0
XP015515317.1	4.138	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148	0	0	0	0	2.419	0	1.818	0	0	0	0	0	0	0	0	0	0	1.282	0	4.493	1.943	0	0	6.34	0	0	1.962	3.547	0	0	0	0	0	0	0	0	0	1.886	4.294	0	0	0	0	0	0	5.2	4.425	0	5.606	0	2.862	0	0	0	3.87	0	0	3.101	0	3.143	0	0
XP015518544.1	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	1.162	0	1.103	0	0	0	0	0	0.61	0	0	0	0	0	0	0	3.47	0	0	1.026	0.919	0	0	0	5.522	0	0	0	0	0	1.483	2.103	2.147	0	0	0	0	0	0	0	2.188	0	0	0	0	0	0	0	0	0	0	0.942	3.421	3.644	0	0	0	1.079	0	3.405	0	0
KOB74848.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.722	0	10.917	0	0	0	0	0	0	0	0	0	0
XP015523645.1	2.007	0	0	0	0	0	0	0	0	0	6.523	0	2.353	0	3.222	3.008	0	3.128	0	0	0	0	0	0.364	1.785	0	0	0	0	0.742	0	0	1.13	1.365	0	3.851	1.611	0	0	2.022	3.263	2.685	10.006	5.272	0	0.966	2.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.388	0	2.123	2.013	1.109	0	1.417	2.655	0	0	0	0	1.735	0	0	0
XP015509317.1	245.629	145.371	149.875	190.257	0	56.751	302.823	0	82.897	160.253	84.241	248.224	2276.73	3645.846	1792.927	2541.138	222.293	179.574	75.703	172.408	39.723	120.267	56.317	57.138	96.257	66.475	138.225	150.761	15518.414	13651.471	14671.921	10298.981	347.957	300.732	244.822	238.792	2860.739	788.087	908.309	600.892	2351.786	1458.863	2867.412	1035.244	16877.197	6094.936	8023.113	5325.408	499.719	522.019	391.249	290.623	1488.406	911.986	773.439	453.555	279.863	143.777	278.634	193.511	2502.439	2369.117	2180.749	862.091	643.87	974.408	682.561	2974.202	1726.794	2625.917	2546.832	385.304	355.783	437.916	506.714	1436.897	1439.164
XP020709394.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.965	0	0	0	7.283	0	0	10.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.418	0	5.061
XP015516432.1	25.75	17.278	30.031	31.214	27.695	20.859	89.794	10.782	16.39	27.625	26.975	29.723	14.315	5.383	9.415	11.473	27.09	23.975	19.674	33.557	60.595	56.498	77.866	57.906	62.106	63.924	39.586	34.395	49.785	32.489	31.058	52.135	10.883	4.973	12.007	11.255	13.349	21.641	16.944	12.816	5.964	5.509	9.049	6.768	15.846	16.508	14.831	7.26	10.715	13.992	29.25	11.871	10.326	10.125	5.077	2.958	10.045	12.404	9.859	17.058	6.759	20.195	16.396	12.389	7.836	9.197	11.026	18.618	16.172	14.16	11.546	20.395	23.551	25.794	20.92	4.373	11.99
KYN23018.1	0	0	0	0	0	0	0	0	0	0	0	0	2.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476	0	0	0	1.204	1.329	0	0	0	0	4.778	0	0	0	2.516	0	0	0	0	0	2.102	0	0	0	1.377	1.1	0	0	0	0	0	0	0	3.051	0	0
XP015511756.1	4.013	3.873	0	0	0	4.559	10.077	0	4.906	8.089	11.387	11.248	46.201	76.404	59.169	52.894	0	6.645	15.823	9.108	1.555	0	20.724	13.552	5.894	8.132	3.772	1.306	0	12.417	7.696	8.966	10.723	0	9.924	6.004	12.394	18.771	21.874	13.537	18.367	21.357	17.227	22.364	13.602	28.287	14.736	13.743	3.812	1.884	17.175	3.832	14.447	24.551	24.505	29.47	33.423	4.603	27.518	37.834	11.485	30.462	21.037	20.749	22.646	30.14	15.555	6.169	0	25.705	24.893	21.429	14.935	6.499	15.186	4.771	21.101
XP015510312.1	1.839	1.638	0.373	3.646	2.147	2.127	0	0	4.469	4.443	0	0.439	4.288	6.722	4.652	9.436	1.962	1.664	2.888	4.559	1.064	1.622	8.832	4.346	4.606	0.94	2.513	3.461	6.793	3.806	9.688	9.288	26.887	9.72	20.873	5.269	3.66	6.232	7.749	2.153	8.678	13.387	7.599	14.842	4.35	13.677	12.341	10.484	6.379	6.232	10.092	1.36	2.763	3.26	1.267	2.768	59.139	38.684	10.875	30.823	24.767	5.659	27.277	27.378	31.466	30.529	23.469	9.035	29.453	20.903	32.037	9.542	7.127	6.858	5.777	1.325	2.135
XP015511534.1	4.138	4.022	7.455	5.596	0	7.502	6.881	2.696	1.723	5.803	3.501	1.419	0.504	5.238	0.503	2.124	9.111	6.626	7.136	6.27	4.666	4.867	3.129	3.649	1.255	3.931	3.679	6.7	1.234	3.989	3.618	3.501	2.717	3.158	1.169	1.952	0.428	0.575	0.883	1.596	3.567	3.116	0.481	1.907	3.424	2.28	1.804	3.69	4.363	3.28	1.876	1.796	1.386	1.221	0.889	2.573	0	1.101	0	1.39	0	0.366	0	4.562	1.459	2.69	1.933	2.49	3.36	5.441	3.133	2.833	2.304	1.145	0.595	0	0
XP012265674.1	0	0	0	0	0	0.204	0	0	0	0	0	0.405	0.99	0	0.906	1.711	0	0	0	0.744	0	0.215	0	0.15	0	0.58	0.385	0	1.792	0.731	5.9	0.717	7.052	8.704	3.364	12.944	0.676	1.285	1.307	3.988	1.949	0.648	1.61	1.685	8.423	9.942	13.231	14.557	7.597	9.24	10.98	17.401	0.962	0.732	1.469	2.274	1.935	4.484	1.321	8.718	0.979	2.382	0	0.301	0.28	0.472	0.748	5.379	9.714	14.177	27.833	10.096	14.653	6.106	17.677	0	0.791
XP015515960.1	1.212	0.745	0	0.828	0	2.607	0	0	0	3.01	4.017	1.824	0	4.551	0.332	1.034	1.329	1.283	0.977	1.814	0.146	1.095	0	0.522	0.367	2.981	0	0.937	1.975	0.914	0.852	1.579	2.909	4.486	2.767	0.91	1.323	1.876	0.956	0.415	6.556	3.552	2.94	2.07	3.212	1.198	1.541	2.261	2.471	0	0	0.263	0.622	0.826	0.431	0.419	0	3.927	1.27	1.853	1.428	1.743	0	2.621	3.729	3.658	2.924	0.29	1.639	3.19	1.683	0	0.294	0.718	0	0	0.871
XP015520820.1	0	14.448	9.602	9.754	0	0	18.327	21.676	4.094	0	12.677	20.3	6407.661	29062.933	20562.272	20403.079	0	1.521	41.642	13.76	1.369	14.073	0	4.591	0	2.01	8.046	0	0	3.591	2634.439	37.226	0	0	0	0	0	6.658	6.775	55.178	0	0	1.393	0.469	0	0	0	0	5.843	2.666	0	7.491	11.797	11.748	44.655	33.491	0	0	0	0	0	0	0	0	0	0	4.322	0	0	0	1.592	0	0	0	0	43.466	0
XP015518565.1	20.483	16.235	15.902	25.657	16.961	12.294	21.185	26.169	11.921	14.833	20.6	17.834	1.45	1.816	3.444	3.62	12.449	13.157	8.198	10.234	13.414	13.907	9.949	13.014	8.568	13.413	8.716	9.918	4.99	6.816	5.572	6.286	9.104	11.071	11.259	10.222	7.55	9.55	5.335	6.982	10.866	8.739	8.568	6.631	9.731	8.159	11.282	6.961	8.382	10.454	7.351	6.537	6.13	9.529	7.11	6.984	8.094	9.552	16.617	8.194	5.843	7.095	3.686	15.241	12.641	11.453	8.169	12.566	9.927	8.361	8.192	16.587	12.153	10.484	7.915	2.187	7.162
KMQ94334.1	0	0	0	0	0	0	0	0	0	0	0	0	1.05	0	0	2.673	0.715	1.388	0	0	0	0.342	0	1.773	0	0	0	0	1.417	0	0.918	1.132	0.633	0	0.994	1.47	0	1.016	5.16	0	1.819	5.629	4.453	3.834	0	0.429	0	0.7	0	0	0	0	1.009	0.596	0	0	0	1.419	1.397	0	0	0	0	2.831	4.473	8.4	4.346	0	1.18	0	0.725	0	1.9	0	1.635	0	1.25
XP015513530.1	0	4.17	2.742	17.834	94.786	7.822	1071.944	16.51	4.681	2.865	21.742	6.62	2.613	0	0	0	0	1.74	15.865	239.847	900.994	168.438	1013.551	288.415	265.927	538.218	318.865	111.54	7.104	0	13.739	0	0.633	0	0.835	0.613	426.854	159.743	74.835	11.259	0	0	0	0	0	1.075	0	0	2.223	0	0	0	0	0	0	0	0	0	3.456	5.999	0	0	0	0	0	1.236	0.991	0	0	2.158	0	0	0	3.863	0	0	0
XP015517353.1	10.534	4.022	6.032	7.35	0	15.484	3.077	6.065	10.86	9.348	5.306	7.296	7.353	8.422	8.549	14.99	11.404	12.539	10.336	15.62	8.096	9.226	9.221	21.001	18.677	9.272	13.487	14.87	7.383	6.816	8.115	17.351	16.998	18.693	10.663	3.746	8.763	7.435	5.989	3.852	16.317	14.799	7.582	8.08	15.941	10.799	8.01	5.544	15.594	7.83	6.256	5.928	4.941	3.282	2.27	1.648	15.575	13.85	8.893	13.18	11.323	8.054	14.241	17.014	21.061	17.367	17.633	8.479	15.516	13.198	15.347	4.88	3.303	3.307	4.672	2.452	3.631
XP015517667.1	0	0	0	0	0	0	0	0	0	0	0	0	3.082	0	0.524	1.018	0.263	0.257	0	0	0.12	0	0	0.055	0	0	0	0	1.041	1.57	0	1.247	1.651	2.229	0	1.313	2.268	1.121	4.93	3.971	0	0.287	0	0.079	2.584	7.907	4.542	2.823	51.565	60.08	7.527	27.484	0.99	0.223	0	0.994	0.742	0	0	0	0	0	0	0	0	0	0	0	0	0.633	0.266	0	0	1.681	0	0	0
XP015511301.1	20.065	11.767	38.245	18.405	4.079	35.091	24.853	8.536	32.604	26.887	7.481	15.368	50.646	143.511	94.403	73.748	34.961	32.312	35.476	38.041	22.348	41.711	44.512	37.364	33.792	29.676	33.227	26.167	54.12	58.625	41.35	40.977	100.343	74.649	82.482	76.021	141.244	130.188	80.104	113.894	64.92	54.34	43.274	60.486	79.941	78.574	59.906	68.465	303.348	178.601	154.281	114.203	69.812	61.318	57.88	81.329	80.228	55.903	81.359	73.132	58.381	50.604	55.854	56.123	57.749	56.577	45.126	55.533	46.69	67.885	65.253	56.786	61.602	98.898	74.165	17.956	57.351
XP015512571.1	0	0	10.547	0	0	0	0	0	0	0	0	0	0	0	0	16.398	9.334	13.718	0	0	3.869	4.896	0	6.008	15.685	0	0	47.516	0	0	0	0	14.922	33.858	8.134	2.065	0	0	0	0	34.799	74.808	38.506	11.561	0	0	0	0	0	0	0	10.631	3.876	10.261	0	0	0	0	0	49.466	0	0	0	0	27.685	23.543	29.626	0	0	0	11.212	0	0	0	4.559	0	29.959
XP015520907.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.293	0	0	0	0	0	4.384	0	5.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015523209.1	0.293	0	0	0.394	0	0.466	0	0	0.574	0.116	0	0	2.856	2.395	2.779	2.705	1.308	1.055	2.57	0.474	0.479	1.388	0	0.815	0.905	1.39	0.838	0.465	0.966	2.161	4.353	1.174	2.284	2.367	1.773	2.267	3.412	1.263	3.121	4.306	1.899	1.285	0.418	0.585	1.946	1.102	2.329	1.639	1.218	0.705	1.179	1.51	0.528	2.298	0	1.918	1.999	2.574	1.728	3.28	1.054	1.012	0.759	0.862	0.818	0.433	1.082	1.425	1.136	1.337	1.637	0.622	2.212	0.352	1.692	0	1.436
XP015518291.1	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166	4.874	2.757	7.005	1.221	0	0	0	0	0	0.293	0	0	0	0	0	0.774	0.462	0	0.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015521033.1	4.306	4.766	10.337	10.7	4.079	17.247	9.231	6.402	20.047	13.038	10.355	6.451	3.394	0	0.926	0.438	11.411	6.322	5.494	5.61	0	9.343	1.397	0	4.892	9.552	5.174	9.874	1.384	1.494	0.891	0.738	2.781	1.967	3.348	0	5.123	2.302	1.337	2.63	4.245	0	2.888	2.423	0.755	0.98	1.855	0.682	6.648	7.907	2.956	6.852	0	3.49	4.514	4.675	2.644	3.224	2.261	2.329	1.503	2.689	3.245	3.062	2.614	2.568	3.337	0.822	1.153	0.838	3.309	0	4.314	3.26	4.786	0	4.469
XP015510801.1	0.794	0	0.98	0	0	0	3.009	0	0	0.68	0	0	5.643	0	3.222	1.201	0	0.627	0	0	1.117	1.525	0	1.156	3.563	11.563	1.098	0	28.085	17.384	11.511	7.127	0.112	0	0	0.438	0.647	3.639	0.926	1.619	0.982	3.523	1.714	9.955	3.116	3.096	6.404	3.134	0	0	0	0	3.027	0.539	0.836	2.424	0	0	0	0	0	0.679	0	22.872	4.822	7.1	6.388	0.564	0	0	0	1.192	0.57	0.691	0.488	0	0.565
XP015517981.1	0	0	0	3.606	0	1.267	0	0	1.897	1.548	0	2.668	0	0	0	0.454	0	0.703	4.283	0.8	0.319	2.394	8.73	2.122	0	1.86	1.241	2.051	0	0.667	0.931	0	3.566	1.837	2.354	0.245	1.452	3.079	1.047	0.909	4.043	1.033	1.289	1.512	0	0	2.41	0	5.409	1.235	4.594	0	0.339	2.413	0	1.821	6.191	4.298	2.795	1.622	4.689	0	6.741	1.913	0	5.5	1.197	1.276	0	0.874	5.892	2.691	0.643	3.91	0	0	0
XP014299051.1	6.772	12.66	0	6.798	0	4.763	0	0	0	2.923	0	0	0	15.02	10.946	10.208	0	42.455	0	23.993	9.519	7.75	0	22.157	12.115	7.022	9.355	15.467	0	5.01	0	8.655	10.562	4.624	2.537	5.61	5.471	0	15.746	6.874	2.772	6.507	19.405	11.387	0	6.573	3.629	5.329	0	9.289	8.675	30.482	2.574	9.105	0	6.869	0	21.624	0	0	0	11.494	0	7.197	0	7.54	3.015	4.807	0	6.579	16.656	0	4.829	23.584	29.175	0	9.55
XP015518020.1	0	0	0	0	0	0	0	0	0	0	0	0	1.988	0	2.387	3.183	0	0	0	0	0	0	0	1.013	0	2.331	4.274	0	0	1.301	0	5.745	1.635	0	0	0	0.995	0	0	0	0	1.435	0	1.038	0	1.776	0	0	0	0	0	0.992	0	1.544	0	0	5.482	0	0	5.316	0	1.671	0	0	0	4.073	0	0	0	1.354	0	1.477	1.06	0	0	0	0.485
XP015511998.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57	0	0	0	0	0	0	0	0.274	0	0	0	0	0	0	0	0	0	0	0.104	0	0.262	0.193	0.567	0	0	0	0.289	0.138	0	0.169	0	0.34	1.139	0	0.709	2.91	0	2.727	0	0	0	0	0	1.128	0	0	0	0	0	0	0	1.574	0	0	0	1.372	0	0	0	0	0.871	0	0.499
KOB72614.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.355	0	11.008	11.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015518164.1	12.875	14.299	20.499	7.232	18.678	3.846	31.701	3.257	2.759	7.8	11.387	19.861	35.758	59.025	38.083	27.959	13.049	14.364	6.754	10.048	13.268	17.142	10.597	9.278	11.707	28.036	21.397	17.939	45.073	82.083	48.835	39.865	9.961	20.247	14.138	18.843	46.72	28.411	23.338	11.288	4.195	3.018	10.631	7.7	31.021	38.242	51.085	43.072	12.91	13.169	11.463	11.225	36.627	24.494	22.121	21.912	5.514	4.179	12.272	6.682	37.568	37.4	40.922	3.244	0.44	4.857	6.315	24.012	16.56	18.868	20.389	11.123	8.868	14.245	17.72	33.196	33.237
XP015519314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.686	0	0	0	0	0.625	0	0	0	0	0	0	0	0.731	0	0	0	2.12	0	1.558	0	0	0	0	0	0.344	0	0	0	0	0	0	0	0	0	0	0.566	0	0	0	0	2.972	3.024	1.731	0	0	0	0	0	4.493	0.833	0	0	1.87	0	0	0	0	0	0	1.357
